sale_id,date,item_type,item_id,item_name,category,units_sold,lost_sales_due_to_stockout,revenue
SALE0014661,2026-05-04,product,P041,Prosecco,wine,2,0,110
SALE0014662,2026-05-04,product,P042,Chardonnay,wine,2,0,130
SALE0014663,2026-05-04,product,P043,Coca-Cola,soft_drink,6,0,84.0
SALE0014664,2026-05-04,product,P044,Coca-Cola Zero,soft_drink,5,0,70.0
SALE0014665,2026-05-04,product,P045,Sprite,soft_drink,5,0,70.0
SALE0014666,2026-05-04,product,P046,Tonic Water,soft_drink,4,0,56.0
SALE0014667,2026-05-04,product,P047,Soda Water,soft_drink,2,0,24.0
SALE0014668,2026-05-04,product,P048,Red Bull,soft_drink,3,0,60.0
SALE0014669,2026-05-04,product,P049,Ginger Beer,soft_drink,1,0,16.0
SALE0014670,2026-05-04,product,K001,Carlsberg 50L,draught_beer,33,0,1056
SALE0014671,2026-05-04,product,K002,Tuborg 50L,draught_beer,7,0,224
SALE0014672,2026-05-04,product,K003,Carlsberg 30L,draught_beer,36,0,1152
SALE0014673,2026-05-04,product,K004,Malka 30L,draught_beer,24,0,768
SALE0014674,2026-05-04,product,K005,Weihenstephan 30L,draught_beer,10,0,320
SALE0014675,2026-05-05,cocktail,C001,Aperol Spritz,cocktail,14,0,644
SALE0014676,2026-05-05,cocktail,C002,Margarita,cocktail,2,0,100
SALE0014677,2026-05-05,cocktail,C003,Negroni,cocktail,4,0,208
SALE0014678,2026-05-05,cocktail,C004,Mojito,cocktail,2,0,96
SALE0014679,2026-05-05,cocktail,C005,Espresso Martini,cocktail,5,0,270
SALE0014680,2026-05-05,cocktail,C006,Gin & Tonic,cocktail,7,0,294
SALE0014681,2026-05-05,cocktail,C007,Long Island Iced Tea,cocktail,2,0,116
SALE0014682,2026-05-05,product,P001,Carlsberg,beer,8,0,192.0
SALE0014683,2026-05-05,product,P002,Heineken,beer,4,0,100.0
SALE0014684,2026-05-05,product,P003,Corona,beer,3,0,81.0
SALE0014685,2026-05-05,product,P004,Guinness,beer,2,0,58.0
SALE0014686,2026-05-05,product,P005,Goldstar,beer,4,0,92.0
SALE0014687,2026-05-05,product,P006,Maccabee,beer,4,0,92.0
SALE0014688,2026-05-05,product,P007,Stella Artois,beer,4,0,104.0
SALE0014689,2026-05-05,product,P008,Erdinger,beer,2,0,58.0
SALE0014690,2026-05-05,product,P009,Bombay Sapphire,gin,2,0,70
SALE0014691,2026-05-05,product,P010,Tanqueray,gin,2,0,80
SALE0014692,2026-05-05,product,P011,Hendrick's,gin,2,0,100
SALE0014693,2026-05-05,product,P012,Beefeater,gin,1,0,35
SALE0014694,2026-05-05,product,P013,Gordon's,gin,1,0,30
SALE0014695,2026-05-05,product,P014,Absolut,vodka,4,0,140
SALE0014696,2026-05-05,product,P015,Finlandia,vodka,1,0,30
SALE0014697,2026-05-05,product,P016,Grey Goose,vodka,3,0,180
SALE0014698,2026-05-05,product,P017,Belvedere,vodka,2,0,110
SALE0014699,2026-05-05,product,P018,Stolichnaya,vodka,1,0,30
SALE0014700,2026-05-05,product,P019,Jameson,whiskey,5,0,200
SALE0014701,2026-05-05,product,P020,Jack Daniel's,whiskey,4,0,160
SALE0014702,2026-05-05,product,P021,Johnnie Walker Black,whiskey,3,0,150
SALE0014703,2026-05-05,product,P023,Maker's Mark,whiskey,1,0,50
SALE0014704,2026-05-05,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0014705,2026-05-05,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0014706,2026-05-05,product,P026,Havana Club 3,rum,2,0,70
SALE0014707,2026-05-05,product,P027,Captain Morgan,rum,1,0,35
SALE0014708,2026-05-05,product,P029,Jose Cuervo,tequila,1,0,35
SALE0014709,2026-05-05,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0014710,2026-05-05,product,P031,Patron Silver,tequila,2,0,140
SALE0014711,2026-05-05,product,P032,Don Julio Blanco,tequila,1,0,70
SALE0014712,2026-05-05,product,P033,Aperol,aperitif,2,0,60
SALE0014713,2026-05-05,product,P034,Campari,aperitif,1,0,35
SALE0014714,2026-05-05,product,P035,Cointreau,liqueur,1,0,45
SALE0014715,2026-05-05,product,P036,Kahlua,liqueur,1,0,40
SALE0014716,2026-05-05,product,P037,Martini Rosso,vermouth,1,0,25
SALE0014717,2026-05-05,product,P038,House Red Wine,wine,8,0,400
SALE0014718,2026-05-05,product,P039,House White Wine,wine,5,0,250
SALE0014719,2026-05-05,product,P040,Rose Wine,wine,4,0,200
SALE0014720,2026-05-05,product,P041,Prosecco,wine,1,0,55
SALE0014721,2026-05-05,product,P042,Chardonnay,wine,1,0,65
SALE0014722,2026-05-05,product,P043,Coca-Cola,soft_drink,5,0,70.0
SALE0014723,2026-05-05,product,P044,Coca-Cola Zero,soft_drink,6,0,84.0
SALE0014724,2026-05-05,product,P045,Sprite,soft_drink,4,0,56.0
SALE0014725,2026-05-05,product,P046,Tonic Water,soft_drink,4,0,56.0
SALE0014726,2026-05-05,product,P047,Soda Water,soft_drink,3,0,36.0
SALE0014727,2026-05-05,product,P048,Red Bull,soft_drink,4,0,80.0
SALE0014728,2026-05-05,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0014729,2026-05-05,product,K001,Carlsberg 50L,draught_beer,31,0,992
SALE0014730,2026-05-05,product,K002,Tuborg 50L,draught_beer,34,0,1088
SALE0014731,2026-05-05,product,K003,Carlsberg 30L,draught_beer,17,0,544
SALE0014732,2026-05-05,product,K004,Malka 30L,draught_beer,20,0,640
SALE0014733,2026-05-05,product,K005,Weihenstephan 30L,draught_beer,17,0,544
SALE0014734,2026-05-06,cocktail,C001,Aperol Spritz,cocktail,13,0,598
SALE0014735,2026-05-06,cocktail,C002,Margarita,cocktail,7,0,350
SALE0014736,2026-05-06,cocktail,C003,Negroni,cocktail,9,0,468
SALE0014737,2026-05-06,cocktail,C004,Mojito,cocktail,11,0,528
SALE0014738,2026-05-06,cocktail,C005,Espresso Martini,cocktail,10,0,540
SALE0014739,2026-05-06,cocktail,C006,Gin & Tonic,cocktail,9,0,378
SALE0014740,2026-05-06,cocktail,C007,Long Island Iced Tea,cocktail,4,0,232
SALE0014741,2026-05-06,product,P001,Carlsberg,beer,4,0,96.0
SALE0014742,2026-05-06,product,P002,Heineken,beer,4,0,100.0
SALE0014743,2026-05-06,product,P003,Corona,beer,8,0,216.0
SALE0014744,2026-05-06,product,P004,Guinness,beer,2,0,58.0
SALE0014745,2026-05-06,product,P005,Goldstar,beer,6,0,138.0
SALE0014746,2026-05-06,product,P006,Maccabee,beer,3,0,69.0
SALE0014747,2026-05-06,product,P007,Stella Artois,beer,5,0,130.0
SALE0014748,2026-05-06,product,P008,Erdinger,beer,3,0,87.0
SALE0014749,2026-05-06,product,P009,Bombay Sapphire,gin,3,0,105
SALE0014750,2026-05-06,product,P010,Tanqueray,gin,2,0,80
SALE0014751,2026-05-06,product,P011,Hendrick's,gin,3,0,150
SALE0014752,2026-05-06,product,P012,Beefeater,gin,1,0,35
SALE0014753,2026-05-06,product,P013,Gordon's,gin,3,0,90
SALE0014754,2026-05-06,product,P014,Absolut,vodka,6,0,210
SALE0014755,2026-05-06,product,P015,Finlandia,vodka,1,0,30
SALE0014756,2026-05-06,product,P016,Grey Goose,vodka,3,0,180
SALE0014757,2026-05-06,product,P017,Belvedere,vodka,1,0,55
SALE0014758,2026-05-06,product,P018,Stolichnaya,vodka,2,0,60
SALE0014759,2026-05-06,product,P019,Jameson,whiskey,5,0,200
SALE0014760,2026-05-06,product,P020,Jack Daniel's,whiskey,4,0,160
SALE0014761,2026-05-06,product,P021,Johnnie Walker Black,whiskey,3,0,150
SALE0014762,2026-05-06,product,P022,Chivas Regal,whiskey,3,0,135
SALE0014763,2026-05-06,product,P023,Maker's Mark,whiskey,1,0,50
SALE0014764,2026-05-06,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0014765,2026-05-06,product,P025,Bacardi Carta Blanca,rum,2,0,60
SALE0014766,2026-05-06,product,P026,Havana Club 3,rum,2,0,70
SALE0014767,2026-05-06,product,P027,Captain Morgan,rum,3,0,105
SALE0014768,2026-05-06,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0014769,2026-05-06,product,P029,Jose Cuervo,tequila,3,0,105
SALE0014770,2026-05-06,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0014771,2026-05-06,product,P031,Patron Silver,tequila,2,0,140
SALE0014772,2026-05-06,product,P032,Don Julio Blanco,tequila,1,0,70
SALE0014773,2026-05-06,product,P033,Aperol,aperitif,2,0,60
SALE0014774,2026-05-06,product,P034,Campari,aperitif,2,0,70
SALE0014775,2026-05-06,product,P035,Cointreau,liqueur,1,0,45
SALE0014776,2026-05-06,product,P036,Kahlua,liqueur,2,0,80
SALE0014777,2026-05-06,product,P037,Martini Rosso,vermouth,1,0,25
SALE0014778,2026-05-06,product,P038,House Red Wine,wine,7,0,350
SALE0014779,2026-05-06,product,P039,House White Wine,wine,6,0,300
SALE0014780,2026-05-06,product,P040,Rose Wine,wine,1,0,50
SALE0014781,2026-05-06,product,P041,Prosecco,wine,2,0,110
SALE0014782,2026-05-06,product,P042,Chardonnay,wine,2,0,130
SALE0014783,2026-05-06,product,P043,Coca-Cola,soft_drink,8,0,112.0
SALE0014784,2026-05-06,product,P044,Coca-Cola Zero,soft_drink,6,1,84.0
SALE0014785,2026-05-06,product,P045,Sprite,soft_drink,5,0,70.0
SALE0014786,2026-05-06,product,P046,Tonic Water,soft_drink,3,0,42.0
SALE0014787,2026-05-06,product,P047,Soda Water,soft_drink,4,0,48.0
SALE0014788,2026-05-06,product,P048,Red Bull,soft_drink,4,0,80.0
SALE0014789,2026-05-06,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0014790,2026-05-06,product,K001,Carlsberg 50L,draught_beer,33,0,1056
SALE0014791,2026-05-06,product,K002,Tuborg 50L,draught_beer,31,0,992
SALE0014792,2026-05-06,product,K003,Carlsberg 30L,draught_beer,50,0,1600
SALE0014793,2026-05-06,product,K004,Malka 30L,draught_beer,37,0,1184
SALE0014794,2026-05-06,product,K005,Weihenstephan 30L,draught_beer,12,0,384
SALE0014795,2026-05-07,cocktail,C001,Aperol Spritz,cocktail,34,0,1564
SALE0014796,2026-05-07,cocktail,C002,Margarita,cocktail,20,0,1000
SALE0014797,2026-05-07,cocktail,C003,Negroni,cocktail,15,0,780
SALE0014798,2026-05-07,cocktail,C004,Mojito,cocktail,26,0,1248
SALE0014799,2026-05-07,cocktail,C005,Espresso Martini,cocktail,14,0,756
SALE0014800,2026-05-07,cocktail,C006,Gin & Tonic,cocktail,17,0,714
SALE0014801,2026-05-07,cocktail,C007,Long Island Iced Tea,cocktail,8,0,464
SALE0014802,2026-05-07,product,P001,Carlsberg,beer,16,0,384.0
SALE0014803,2026-05-07,product,P002,Heineken,beer,10,0,250.0
SALE0014804,2026-05-07,product,P003,Corona,beer,11,0,297.0
SALE0014805,2026-05-07,product,P004,Guinness,beer,6,0,174.0
SALE0014806,2026-05-07,product,P005,Goldstar,beer,14,0,322.0
SALE0014807,2026-05-07,product,P006,Maccabee,beer,8,0,184.0
SALE0014808,2026-05-07,product,P007,Stella Artois,beer,9,0,234.0
SALE0014809,2026-05-07,product,P008,Erdinger,beer,4,0,116.0
SALE0014810,2026-05-07,product,P009,Bombay Sapphire,gin,5,0,175
SALE0014811,2026-05-07,product,P010,Tanqueray,gin,3,0,120
SALE0014812,2026-05-07,product,P011,Hendrick's,gin,3,0,150
SALE0014813,2026-05-07,product,P012,Beefeater,gin,3,0,105
SALE0014814,2026-05-07,product,P013,Gordon's,gin,6,0,180
SALE0014815,2026-05-07,product,P014,Absolut,vodka,12,0,420
SALE0014816,2026-05-07,product,P015,Finlandia,vodka,4,0,120
SALE0014817,2026-05-07,product,P016,Grey Goose,vodka,6,0,360
SALE0014818,2026-05-07,product,P017,Belvedere,vodka,3,0,165
SALE0014819,2026-05-07,product,P018,Stolichnaya,vodka,2,0,60
SALE0014820,2026-05-07,product,P019,Jameson,whiskey,11,0,440
SALE0014821,2026-05-07,product,P020,Jack Daniel's,whiskey,9,0,360
SALE0014822,2026-05-07,product,P021,Johnnie Walker Black,whiskey,5,0,250
SALE0014823,2026-05-07,product,P022,Chivas Regal,whiskey,5,0,225
SALE0014824,2026-05-07,product,P023,Maker's Mark,whiskey,2,0,100
SALE0014825,2026-05-07,product,P024,Glenfiddich 12,whiskey,3,0,195
SALE0014826,2026-05-07,product,P025,Bacardi Carta Blanca,rum,6,0,180
SALE0014827,2026-05-07,product,P026,Havana Club 3,rum,4,0,140
SALE0014828,2026-05-07,product,P027,Captain Morgan,rum,5,0,175
SALE0014829,2026-05-07,product,P028,Diplomatico Reserva,rum,2,0,120
SALE0014830,2026-05-07,product,P029,Jose Cuervo,tequila,3,0,105
SALE0014831,2026-05-07,product,P030,Olmeca Blanco,tequila,3,0,105
SALE0014832,2026-05-07,product,P031,Patron Silver,tequila,5,0,350
SALE0014833,2026-05-07,product,P032,Don Julio Blanco,tequila,3,0,210
SALE0014834,2026-05-07,product,P033,Aperol,aperitif,5,0,150
SALE0014835,2026-05-07,product,P034,Campari,aperitif,4,0,140
SALE0014836,2026-05-07,product,P035,Cointreau,liqueur,2,0,90
SALE0014837,2026-05-07,product,P036,Kahlua,liqueur,3,0,120
SALE0014838,2026-05-07,product,P037,Martini Rosso,vermouth,1,0,25
SALE0014839,2026-05-07,product,P038,House Red Wine,wine,13,0,650
SALE0014840,2026-05-07,product,P039,House White Wine,wine,14,0,700
SALE0014841,2026-05-07,product,P040,Rose Wine,wine,6,0,300
SALE0014842,2026-05-07,product,P041,Prosecco,wine,5,0,275
SALE0014843,2026-05-07,product,P042,Chardonnay,wine,4,0,260
SALE0014844,2026-05-07,product,P043,Coca-Cola,soft_drink,23,0,322.0
SALE0014845,2026-05-07,product,P044,Coca-Cola Zero,soft_drink,12,0,168.0
SALE0014846,2026-05-07,product,P045,Sprite,soft_drink,10,0,140.0
SALE0014847,2026-05-07,product,P046,Tonic Water,soft_drink,9,0,126.0
SALE0014848,2026-05-07,product,P047,Soda Water,soft_drink,9,0,108.0
SALE0014849,2026-05-07,product,P048,Red Bull,soft_drink,8,0,160.0
SALE0014850,2026-05-07,product,P049,Ginger Beer,soft_drink,4,0,64.0
SALE0014851,2026-05-07,product,K001,Carlsberg 50L,draught_beer,68,0,2176
SALE0014852,2026-05-07,product,K002,Tuborg 50L,draught_beer,73,0,2336
SALE0014853,2026-05-07,product,K003,Carlsberg 30L,draught_beer,104,0,3328
SALE0014854,2026-05-07,product,K004,Malka 30L,draught_beer,64,0,2048
SALE0014855,2026-05-07,product,K005,Weihenstephan 30L,draught_beer,46,0,1472
SALE0014856,2026-05-08,cocktail,C001,Aperol Spritz,cocktail,30,0,1380
SALE0014857,2026-05-08,cocktail,C002,Margarita,cocktail,14,0,700
SALE0014858,2026-05-08,cocktail,C003,Negroni,cocktail,10,0,520
SALE0014859,2026-05-08,cocktail,C004,Mojito,cocktail,23,0,1104
SALE0014860,2026-05-08,cocktail,C005,Espresso Martini,cocktail,16,0,864
SALE0014861,2026-05-08,cocktail,C006,Gin & Tonic,cocktail,13,0,546
SALE0014862,2026-05-08,cocktail,C007,Long Island Iced Tea,cocktail,7,0,406
SALE0014863,2026-05-08,product,P001,Carlsberg,beer,13,0,312.0
SALE0014864,2026-05-08,product,P002,Heineken,beer,13,0,325.0
SALE0014865,2026-05-08,product,P003,Corona,beer,9,0,243.0
SALE0014866,2026-05-08,product,P004,Guinness,beer,5,0,145.0
SALE0014867,2026-05-08,product,P005,Goldstar,beer,10,0,230.0
SALE0014868,2026-05-08,product,P006,Maccabee,beer,7,0,161.0
SALE0014869,2026-05-08,product,P007,Stella Artois,beer,6,0,156.0
SALE0014870,2026-05-08,product,P008,Erdinger,beer,4,0,116.0
SALE0014871,2026-05-08,product,P009,Bombay Sapphire,gin,3,0,105
SALE0014872,2026-05-08,product,P010,Tanqueray,gin,4,0,160
SALE0014873,2026-05-08,product,P011,Hendrick's,gin,4,0,200
SALE0014874,2026-05-08,product,P012,Beefeater,gin,2,0,70
SALE0014875,2026-05-08,product,P013,Gordon's,gin,5,0,150
SALE0014876,2026-05-08,product,P014,Absolut,vodka,9,0,315
SALE0014877,2026-05-08,product,P015,Finlandia,vodka,2,0,60
SALE0014878,2026-05-08,product,P016,Grey Goose,vodka,4,0,240
SALE0014879,2026-05-08,product,P017,Belvedere,vodka,2,0,110
SALE0014880,2026-05-08,product,P018,Stolichnaya,vodka,3,0,90
SALE0014881,2026-05-08,product,P019,Jameson,whiskey,10,0,400
SALE0014882,2026-05-08,product,P020,Jack Daniel's,whiskey,9,0,360
SALE0014883,2026-05-08,product,P021,Johnnie Walker Black,whiskey,6,0,300
SALE0014884,2026-05-08,product,P022,Chivas Regal,whiskey,3,0,135
SALE0014885,2026-05-08,product,P023,Maker's Mark,whiskey,2,0,100
SALE0014886,2026-05-08,product,P024,Glenfiddich 12,whiskey,2,0,130
SALE0014887,2026-05-08,product,P025,Bacardi Carta Blanca,rum,5,0,150
SALE0014888,2026-05-08,product,P026,Havana Club 3,rum,4,0,140
SALE0014889,2026-05-08,product,P027,Captain Morgan,rum,5,0,175
SALE0014890,2026-05-08,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0014891,2026-05-08,product,P029,Jose Cuervo,tequila,3,0,105
SALE0014892,2026-05-08,product,P030,Olmeca Blanco,tequila,2,0,70
SALE0014893,2026-05-08,product,P031,Patron Silver,tequila,3,0,210
SALE0014894,2026-05-08,product,P032,Don Julio Blanco,tequila,3,0,210
SALE0014895,2026-05-08,product,P033,Aperol,aperitif,3,0,90
SALE0014896,2026-05-08,product,P034,Campari,aperitif,5,0,175
SALE0014897,2026-05-08,product,P035,Cointreau,liqueur,1,0,45
SALE0014898,2026-05-08,product,P036,Kahlua,liqueur,2,0,80
SALE0014899,2026-05-08,product,P037,Martini Rosso,vermouth,1,0,25
SALE0014900,2026-05-08,product,P038,House Red Wine,wine,11,0,550
SALE0014901,2026-05-08,product,P039,House White Wine,wine,12,0,600
SALE0014902,2026-05-08,product,P040,Rose Wine,wine,7,0,350
SALE0014903,2026-05-08,product,P041,Prosecco,wine,5,0,275
SALE0014904,2026-05-08,product,P042,Chardonnay,wine,2,0,130
SALE0014905,2026-05-08,product,P043,Coca-Cola,soft_drink,21,0,294.0
SALE0014906,2026-05-08,product,P044,Coca-Cola Zero,soft_drink,10,0,140.0
SALE0014907,2026-05-08,product,P045,Sprite,soft_drink,10,0,140.0
SALE0014908,2026-05-08,product,P046,Tonic Water,soft_drink,9,0,126.0
SALE0014909,2026-05-08,product,P047,Soda Water,soft_drink,7,0,84.0
SALE0014910,2026-05-08,product,P048,Red Bull,soft_drink,10,0,200.0
SALE0014911,2026-05-08,product,P049,Ginger Beer,soft_drink,4,0,64.0
SALE0014912,2026-05-08,product,K001,Carlsberg 50L,draught_beer,61,0,1952
SALE0014913,2026-05-08,product,K002,Tuborg 50L,draught_beer,48,0,1536
SALE0014914,2026-05-08,product,K003,Carlsberg 30L,draught_beer,94,0,3008
SALE0014915,2026-05-08,product,K004,Malka 30L,draught_beer,51,0,1632
SALE0014916,2026-05-08,product,K005,Weihenstephan 30L,draught_beer,50,0,1600
SALE0014917,2026-05-09,cocktail,C001,Aperol Spritz,cocktail,37,0,1702
SALE0014918,2026-05-09,cocktail,C002,Margarita,cocktail,27,0,1350
SALE0014919,2026-05-09,cocktail,C003,Negroni,cocktail,13,0,676
SALE0014920,2026-05-09,cocktail,C004,Mojito,cocktail,29,0,1392
SALE0014921,2026-05-09,cocktail,C005,Espresso Martini,cocktail,19,0,1026
SALE0014922,2026-05-09,cocktail,C006,Gin & Tonic,cocktail,17,0,714
SALE0014923,2026-05-09,cocktail,C007,Long Island Iced Tea,cocktail,8,0,464
SALE0014924,2026-05-09,product,P001,Carlsberg,beer,18,0,432.0
SALE0014925,2026-05-09,product,P002,Heineken,beer,14,0,350.0
SALE0014926,2026-05-09,product,P003,Corona,beer,14,0,378.0
SALE0014927,2026-05-09,product,P004,Guinness,beer,6,0,174.0
SALE0014928,2026-05-09,product,P005,Goldstar,beer,16,0,368.0
SALE0014929,2026-05-09,product,P006,Maccabee,beer,7,0,161.0
SALE0014930,2026-05-09,product,P007,Stella Artois,beer,10,0,260.0
SALE0014931,2026-05-09,product,P008,Erdinger,beer,4,0,116.0
SALE0014932,2026-05-09,product,P009,Bombay Sapphire,gin,5,0,175
SALE0014933,2026-05-09,product,P010,Tanqueray,gin,4,0,160
SALE0014934,2026-05-09,product,P011,Hendrick's,gin,5,0,250
SALE0014935,2026-05-09,product,P012,Beefeater,gin,4,0,140
SALE0014936,2026-05-09,product,P013,Gordon's,gin,8,0,240
SALE0014937,2026-05-09,product,P014,Absolut,vodka,12,0,420
SALE0014938,2026-05-09,product,P015,Finlandia,vodka,4,0,120
SALE0014939,2026-05-09,product,P016,Grey Goose,vodka,6,0,360
SALE0014940,2026-05-09,product,P017,Belvedere,vodka,3,0,165
SALE0014941,2026-05-09,product,P018,Stolichnaya,vodka,4,0,120
SALE0014942,2026-05-09,product,P019,Jameson,whiskey,12,0,480
SALE0014943,2026-05-09,product,P020,Jack Daniel's,whiskey,14,0,560
SALE0014944,2026-05-09,product,P021,Johnnie Walker Black,whiskey,5,0,250
SALE0014945,2026-05-09,product,P022,Chivas Regal,whiskey,5,0,225
SALE0014946,2026-05-09,product,P023,Maker's Mark,whiskey,3,0,150
SALE0014947,2026-05-09,product,P024,Glenfiddich 12,whiskey,3,0,195
SALE0014948,2026-05-09,product,P025,Bacardi Carta Blanca,rum,7,0,210
SALE0014949,2026-05-09,product,P026,Havana Club 3,rum,3,0,105
SALE0014950,2026-05-09,product,P027,Captain Morgan,rum,6,0,210
SALE0014951,2026-05-09,product,P028,Diplomatico Reserva,rum,2,0,120
SALE0014952,2026-05-09,product,P029,Jose Cuervo,tequila,5,0,175
SALE0014953,2026-05-09,product,P030,Olmeca Blanco,tequila,3,0,105
SALE0014954,2026-05-09,product,P031,Patron Silver,tequila,5,0,350
SALE0014955,2026-05-09,product,P032,Don Julio Blanco,tequila,4,0,280
SALE0014956,2026-05-09,product,P033,Aperol,aperitif,6,0,180
SALE0014957,2026-05-09,product,P034,Campari,aperitif,4,0,140
SALE0014958,2026-05-09,product,P035,Cointreau,liqueur,2,0,90
SALE0014959,2026-05-09,product,P036,Kahlua,liqueur,3,0,120
SALE0014960,2026-05-09,product,P037,Martini Rosso,vermouth,2,0,50
SALE0014961,2026-05-09,product,P038,House Red Wine,wine,15,0,750
SALE0014962,2026-05-09,product,P039,House White Wine,wine,13,0,650
SALE0014963,2026-05-09,product,P040,Rose Wine,wine,8,0,400
SALE0014964,2026-05-09,product,P041,Prosecco,wine,7,0,385
SALE0014965,2026-05-09,product,P042,Chardonnay,wine,5,0,325
SALE0014966,2026-05-09,product,P043,Coca-Cola,soft_drink,25,0,350.0
SALE0014967,2026-05-09,product,P044,Coca-Cola Zero,soft_drink,16,0,224.0
SALE0014968,2026-05-09,product,P045,Sprite,soft_drink,13,0,182.0
SALE0014969,2026-05-09,product,P046,Tonic Water,soft_drink,9,0,126.0
SALE0014970,2026-05-09,product,P047,Soda Water,soft_drink,6,0,72.0
SALE0014971,2026-05-09,product,P048,Red Bull,soft_drink,11,0,220.0
SALE0014972,2026-05-09,product,P049,Ginger Beer,soft_drink,5,0,80.0
SALE0014973,2026-05-09,product,K001,Carlsberg 50L,draught_beer,123,0,3936
SALE0014974,2026-05-09,product,K002,Tuborg 50L,draught_beer,79,0,2528
SALE0014975,2026-05-09,product,K003,Carlsberg 30L,draught_beer,101,0,3232
SALE0014976,2026-05-09,product,K004,Malka 30L,draught_beer,68,0,2176
SALE0014977,2026-05-09,product,K005,Weihenstephan 30L,draught_beer,55,0,1760
SALE0014978,2026-05-10,cocktail,C001,Aperol Spritz,cocktail,8,0,368
SALE0014979,2026-05-10,cocktail,C002,Margarita,cocktail,11,0,550
SALE0014980,2026-05-10,cocktail,C003,Negroni,cocktail,6,0,312
SALE0014981,2026-05-10,cocktail,C004,Mojito,cocktail,16,0,768
SALE0014982,2026-05-10,cocktail,C005,Espresso Martini,cocktail,11,0,594
SALE0014983,2026-05-10,cocktail,C006,Gin & Tonic,cocktail,11,0,462
SALE0014984,2026-05-10,cocktail,C007,Long Island Iced Tea,cocktail,5,0,290
SALE0014985,2026-05-10,product,P001,Carlsberg,beer,9,0,216.0
SALE0014986,2026-05-10,product,P002,Heineken,beer,6,0,150.0
SALE0014987,2026-05-10,product,P003,Corona,beer,6,0,162.0
SALE0014988,2026-05-10,product,P004,Guinness,beer,4,0,116.0
SALE0014989,2026-05-10,product,P005,Goldstar,beer,5,0,115.0
SALE0014990,2026-05-10,product,P006,Maccabee,beer,4,0,92.0
SALE0014991,2026-05-10,product,P007,Stella Artois,beer,4,0,104.0
SALE0014992,2026-05-10,product,P008,Erdinger,beer,2,0,58.0
SALE0014993,2026-05-10,product,P009,Bombay Sapphire,gin,2,0,70
SALE0014994,2026-05-10,product,P010,Tanqueray,gin,2,0,80
SALE0014995,2026-05-10,product,P011,Hendrick's,gin,3,0,150
SALE0014996,2026-05-10,product,P012,Beefeater,gin,1,0,35
SALE0014997,2026-05-10,product,P013,Gordon's,gin,4,0,120
SALE0014998,2026-05-10,product,P014,Absolut,vodka,5,0,175
SALE0014999,2026-05-10,product,P015,Finlandia,vodka,1,0,30
SALE0015000,2026-05-10,product,P016,Grey Goose,vodka,3,0,180
SALE0015001,2026-05-10,product,P017,Belvedere,vodka,1,0,55
SALE0015002,2026-05-10,product,P018,Stolichnaya,vodka,2,0,60
SALE0015003,2026-05-10,product,P019,Jameson,whiskey,4,0,160
SALE0015004,2026-05-10,product,P020,Jack Daniel's,whiskey,5,0,200
SALE0015005,2026-05-10,product,P021,Johnnie Walker Black,whiskey,2,0,100
SALE0015006,2026-05-10,product,P022,Chivas Regal,whiskey,2,0,90
SALE0015007,2026-05-10,product,P023,Maker's Mark,whiskey,1,0,50
SALE0015008,2026-05-10,product,P024,Glenfiddich 12,whiskey,2,0,130
SALE0015009,2026-05-10,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0015010,2026-05-10,product,P026,Havana Club 3,rum,3,0,105
SALE0015011,2026-05-10,product,P027,Captain Morgan,rum,2,0,70
SALE0015012,2026-05-10,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0015013,2026-05-10,product,P029,Jose Cuervo,tequila,3,0,105
SALE0015014,2026-05-10,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0015015,2026-05-10,product,P031,Patron Silver,tequila,2,0,140
SALE0015016,2026-05-10,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0015017,2026-05-10,product,P033,Aperol,aperitif,1,0,30
SALE0015018,2026-05-10,product,P034,Campari,aperitif,2,0,70
SALE0015019,2026-05-10,product,P035,Cointreau,liqueur,1,0,45
SALE0015020,2026-05-10,product,P036,Kahlua,liqueur,2,0,80
SALE0015021,2026-05-10,product,P037,Martini Rosso,vermouth,1,0,25
SALE0015022,2026-05-10,product,P038,House Red Wine,wine,6,0,300
SALE0015023,2026-05-10,product,P039,House White Wine,wine,8,0,400
SALE0015024,2026-05-10,product,P040,Rose Wine,wine,2,0,100
SALE0015025,2026-05-10,product,P041,Prosecco,wine,4,0,220
SALE0015026,2026-05-10,product,P042,Chardonnay,wine,1,0,65
SALE0015027,2026-05-10,product,P043,Coca-Cola,soft_drink,11,0,154.0
SALE0015028,2026-05-10,product,P044,Coca-Cola Zero,soft_drink,9,0,126.0
SALE0015029,2026-05-10,product,P045,Sprite,soft_drink,5,0,70.0
SALE0015030,2026-05-10,product,P046,Tonic Water,soft_drink,5,0,70.0
