count_id,date,product_id,product_name,reported_stock,counted_by,station
CNT004047,2026-04-22,P021,Johnnie Walker Black,7.51,Tomer,both
CNT004048,2026-04-22,P022,Chivas Regal,12.75,Tomer,both
CNT004049,2026-04-22,P023,Maker's Mark,5.38,Tomer,both
CNT004050,2026-04-22,P024,Glenfiddich 12,5.81,Tomer,inside
CNT004051,2026-04-22,P025,Bacardi Carta Blanca,19.5,Tomer,both
CNT004052,2026-04-22,P026,Havana Club 3,12.75,Tomer,both
CNT004053,2026-04-22,P027,Captain Morgan,11.63,Tomer,both
CNT004054,2026-04-22,P028,Diplomatico Reserva,10.35,Tomer,both
CNT004055,2026-04-22,P029,Jose Cuervo,8.45,Tomer,both
CNT004056,2026-04-22,P030,Olmeca Blanco,5.29,Tomer,both
CNT004057,2026-04-22,P031,Patron Silver,16.56,Tomer,inside
CNT004058,2026-04-22,P032,Don Julio Blanco,4.61,Tomer,both
CNT004059,2026-04-22,P033,Aperol,19.71,Tomer,outside
CNT004060,2026-04-22,P034,Campari,14.04,Tomer,both
CNT004061,2026-04-22,P035,Cointreau,4.65,Tomer,both
CNT004062,2026-04-22,P036,Kahlua,10.09,Tomer,both
CNT004063,2026-04-22,P037,Martini Rosso,9.32,Tomer,inside
CNT004064,2026-04-22,P038,House Red Wine,22.18,Tomer,both
CNT004065,2026-04-22,P039,House White Wine,17.82,Tomer,both
CNT004066,2026-04-22,P040,Rose Wine,9.2,Tomer,both
CNT004067,2026-04-22,P041,Prosecco,26.86,Tomer,both
CNT004068,2026-04-22,P042,Chardonnay,11.24,Tomer,both
CNT004069,2026-04-22,P043,Coca-Cola,55.56,Tomer,both
CNT004070,2026-04-22,P044,Coca-Cola Zero,58.6,Tomer,both
CNT004071,2026-04-22,P045,Sprite,38.2,Tomer,both
CNT004072,2026-04-22,P046,Tonic Water,47.92,Tomer,both
CNT004073,2026-04-22,P047,Soda Water,49.08,Tomer,both
CNT004074,2026-04-22,P048,Red Bull,29.8,Tomer,both
CNT004075,2026-04-22,P049,Ginger Beer,33.2,Tomer,both
CNT004076,2026-04-22,P050,Orange Juice,4.0,Tomer,both
CNT004077,2026-04-22,P051,Cranberry Juice,4.0,Tomer,both
CNT004078,2026-04-22,P052,Lime Juice,7.58,Tomer,both
CNT004079,2026-04-22,P053,Lemon Juice,3.45,Tomer,both
CNT004080,2026-04-22,P054,Sugar Syrup,8.44,Tomer,both
CNT004081,2026-04-22,P055,Fresh Mint,5.8,Tomer,both
CNT004082,2026-04-22,P056,Coffee Beans,5.68,Tomer,inside
CNT004083,2026-04-22,K001,Carlsberg 50L,5.18,Tomer,inside
CNT004084,2026-04-22,K002,Tuborg 50L,4.68,Tomer,inside
CNT004085,2026-04-22,K003,Carlsberg 30L,7.3,Tomer,outside
CNT004086,2026-04-22,K004,Malka 30L,4.72,Tomer,outside
CNT004087,2026-04-22,K005,Weihenstephan 30L,4.62,Tomer,outside
CNT004088,2026-04-26,P001,Carlsberg,65.4,Yael,both
CNT004089,2026-04-26,P002,Heineken,56.6,Yael,both
CNT004090,2026-04-26,P003,Corona,44.2,Yael,both
CNT004091,2026-04-26,P004,Guinness,43.6,Yael,both
CNT004092,2026-04-26,P005,Goldstar,45.6,Yael,both
CNT004093,2026-04-26,P006,Maccabee,34.0,Yael,both
CNT004094,2026-04-26,P007,Stella Artois,38.4,Yael,both
CNT004095,2026-04-26,P008,Erdinger,35.2,Yael,both
CNT004096,2026-04-26,P009,Bombay Sapphire,5.62,Yael,both
CNT004097,2026-04-26,P010,Tanqueray,10.95,Yael,both
CNT004098,2026-04-26,P011,Hendrick's,8.44,Yael,both
CNT004099,2026-04-26,P012,Beefeater,3.49,Yael,both
CNT004100,2026-04-26,P013,Gordon's,14.21,Yael,both
CNT004101,2026-04-26,P014,Absolut,5.69,Yael,both
CNT004102,2026-04-26,P015,Finlandia,4.35,Yael,both
CNT004103,2026-04-26,P016,Grey Goose,6.05,Yael,both
CNT004104,2026-04-26,P017,Belvedere,5.55,Yael,both
CNT004105,2026-04-26,P018,Stolichnaya,4.85,Yael,both
CNT004106,2026-04-26,P019,Jameson,14.76,Yael,both
CNT004107,2026-04-26,P020,Jack Daniel's,5.62,Yael,both
CNT004108,2026-04-26,P021,Johnnie Walker Black,5.79,Yael,both
CNT004109,2026-04-26,P022,Chivas Regal,11.37,Yael,both
CNT004110,2026-04-26,P023,Maker's Mark,4.43,Yael,both
CNT004111,2026-04-26,P024,Glenfiddich 12,4.95,Yael,inside
CNT004112,2026-04-26,P025,Bacardi Carta Blanca,8.39,Yael,both
CNT004113,2026-04-26,P026,Havana Club 3,11.38,Yael,both
CNT004114,2026-04-26,P027,Captain Morgan,10.35,Yael,both
CNT004115,2026-04-26,P028,Diplomatico Reserva,9.92,Yael,both
CNT004116,2026-04-26,P029,Jose Cuervo,6.02,Yael,both
CNT004117,2026-04-26,P030,Olmeca Blanco,4.52,Yael,both
CNT004118,2026-04-26,P031,Patron Silver,9.95,Yael,inside
CNT004119,2026-04-26,P032,Don Julio Blanco,3.83,Yael,both
CNT004120,2026-04-26,P033,Aperol,8.57,Yael,outside
CNT004121,2026-04-26,P034,Campari,10.7,Yael,both
CNT004122,2026-04-26,P035,Cointreau,13.57,Yael,both
CNT004123,2026-04-26,P036,Kahlua,7.83,Yael,both
CNT004124,2026-04-26,P037,Martini Rosso,6.92,Yael,inside
CNT004125,2026-04-26,P038,House Red Wine,10.47,Yael,both
CNT004126,2026-04-26,P039,House White Wine,16.64,Yael,both
CNT004127,2026-04-26,P040,Rose Wine,16.4,Yael,both
CNT004128,2026-04-26,P041,Prosecco,21.02,Yael,both
CNT004129,2026-04-26,P042,Chardonnay,8.44,Yael,both
CNT004130,2026-04-26,P043,Coca-Cola,29.9,Yael,both
CNT004131,2026-04-26,P044,Coca-Cola Zero,13.6,Yael,both
CNT004132,2026-04-26,P045,Sprite,17.2,Yael,both
CNT004133,2026-04-26,P046,Tonic Water,24.02,Yael,both
CNT004134,2026-04-26,P047,Soda Water,29.54,Yael,both
CNT004135,2026-04-26,P048,Red Bull,19.8,Yael,both
CNT004136,2026-04-26,P049,Ginger Beer,17.2,Yael,both
CNT004137,2026-04-26,P050,Orange Juice,4.0,Yael,both
CNT004138,2026-04-26,P051,Cranberry Juice,3.83,Yael,both
CNT004139,2026-04-26,P052,Lime Juice,3.05,Yael,both
CNT004140,2026-04-26,P053,Lemon Juice,2.73,Yael,both
CNT004141,2026-04-26,P054,Sugar Syrup,6.42,Yael,both
CNT004142,2026-04-26,P055,Fresh Mint,4.94,Yael,both
CNT004143,2026-04-26,P056,Coffee Beans,5.16,Yael,inside
CNT004144,2026-04-26,K001,Carlsberg 50L,4.63,Yael,inside
CNT004145,2026-04-26,K002,Tuborg 50L,3.95,Yael,inside
CNT004146,2026-04-26,K003,Carlsberg 30L,5.12,Yael,outside
CNT004147,2026-04-26,K004,Malka 30L,4.71,Yael,outside
CNT004148,2026-04-26,K005,Weihenstephan 30L,4.71,Yael,outside
CNT004149,2026-04-29,P001,Carlsberg,66.11,Roei,both
CNT004150,2026-04-29,P002,Heineken,35.6,Roei,both
CNT004151,2026-04-29,P003,Corona,51.2,Roei,both
CNT004152,2026-04-29,P004,Guinness,36.6,Roei,both
CNT004153,2026-04-29,P005,Goldstar,52.6,Roei,both
CNT004154,2026-04-29,P006,Maccabee,49.0,Roei,both
CNT004155,2026-04-29,P007,Stella Artois,49.4,Roei,both
CNT004156,2026-04-29,P008,Erdinger,27.2,Roei,both
CNT004157,2026-04-29,P009,Bombay Sapphire,4.85,Roei,both
CNT004158,2026-04-29,P010,Tanqueray,10.51,Roei,both
CNT004159,2026-04-29,P011,Hendrick's,7.11,Roei,both
CNT004160,2026-04-29,P012,Beefeater,3.15,Roei,both
CNT004161,2026-04-29,P013,Gordon's,10.41,Roei,both
CNT004162,2026-04-29,P014,Absolut,16.02,Roei,both
CNT004163,2026-04-29,P015,Finlandia,4.24,Roei,both
CNT004164,2026-04-29,P016,Grey Goose,5.45,Roei,both
CNT004165,2026-04-29,P017,Belvedere,5.29,Roei,both
CNT004166,2026-04-29,P018,Stolichnaya,4.24,Roei,both
CNT004167,2026-04-29,P019,Jameson,13.47,Roei,both
CNT004168,2026-04-29,P020,Jack Daniel's,16.33,Roei,both
CNT004169,2026-04-29,P021,Johnnie Walker Black,5.11,Roei,both
CNT004170,2026-04-29,P022,Chivas Regal,10.86,Roei,both
CNT004171,2026-04-29,P023,Maker's Mark,4.09,Roei,both
CNT004172,2026-04-29,P024,Glenfiddich 12,4.52,Roei,inside
CNT004173,2026-04-29,P025,Bacardi Carta Blanca,16.07,Roei,both
CNT004174,2026-04-29,P026,Havana Club 3,10.69,Roei,both
CNT004175,2026-04-29,P027,Captain Morgan,9.55,Roei,both
CNT004176,2026-04-29,P028,Diplomatico Reserva,9.75,Roei,both
CNT004177,2026-04-29,P029,Jose Cuervo,5.34,Roei,both
CNT004178,2026-04-29,P030,Olmeca Blanco,4.26,Roei,both
CNT004179,2026-04-29,P031,Patron Silver,19.95,Roei,inside
CNT004180,2026-04-29,P032,Don Julio Blanco,3.41,Roei,both
CNT004181,2026-04-29,P033,Aperol,15.43,Roei,outside
CNT004182,2026-04-29,P034,Campari,9.11,Roei,both
CNT004183,2026-04-29,P035,Cointreau,12.55,Roei,both
CNT004184,2026-04-29,P036,Kahlua,6.86,Roei,both
CNT004185,2026-04-29,P037,Martini Rosso,5.85,Roei,inside
CNT004186,2026-04-29,P038,House Red Wine,17.68,Roei,both
CNT004187,2026-04-29,P039,House White Wine,23.28,Roei,both
CNT004188,2026-04-29,P040,Rose Wine,14.0,Roei,both
CNT004189,2026-04-29,P041,Prosecco,25.14,Roei,both
CNT004190,2026-04-29,P042,Chardonnay,7.04,Roei,both
CNT004191,2026-04-29,P043,Coca-Cola,64.9,Roei,both
CNT004192,2026-04-29,P044,Coca-Cola Zero,46.52,Roei,both
CNT004193,2026-04-29,P045,Sprite,45.2,Roei,both
CNT004194,2026-04-29,P046,Tonic Water,53.52,Roei,both
CNT004195,2026-04-29,P047,Soda Water,59.86,Roei,both
CNT004196,2026-04-29,P048,Red Bull,58.8,Roei,both
CNT004197,2026-04-29,P049,Ginger Beer,36.09,Roei,both
CNT004198,2026-04-29,P050,Orange Juice,4.0,Roei,both
CNT004199,2026-04-29,P051,Cranberry Juice,4.0,Roei,both
CNT004200,2026-04-29,P052,Lime Juice,7.58,Roei,both
CNT004201,2026-04-29,P053,Lemon Juice,8.47,Roei,both
CNT004202,2026-04-29,P054,Sugar Syrup,5.61,Roei,both
CNT004203,2026-04-29,P055,Fresh Mint,4.6,Roei,both
CNT004204,2026-04-29,P056,Coffee Beans,4.93,Roei,inside
CNT004205,2026-04-29,K001,Carlsberg 50L,5.49,Roei,inside
CNT004206,2026-04-29,K002,Tuborg 50L,5.01,Roei,inside
CNT004207,2026-04-29,K003,Carlsberg 30L,6.5,Roei,outside
CNT004208,2026-04-29,K004,Malka 30L,5.62,Roei,outside
CNT004209,2026-04-29,K005,Weihenstephan 30L,4.87,Roei,outside
CNT004210,2026-05-03,P001,Carlsberg,41.4,Muriel,both
CNT004211,2026-05-03,P002,Heineken,48.6,Muriel,both
CNT004212,2026-05-03,P003,Corona,27.2,Muriel,both
CNT004213,2026-05-03,P004,Guinness,35.6,Muriel,both
CNT004214,2026-05-03,P005,Goldstar,46.6,Muriel,both
CNT004215,2026-05-03,P006,Maccabee,17.0,Muriel,both
CNT004216,2026-05-03,P007,Stella Artois,39.4,Muriel,both
CNT004217,2026-05-03,P008,Erdinger,34.2,Muriel,both
CNT004218,2026-05-03,P009,Bombay Sapphire,2.62,Muriel,both
CNT004219,2026-05-03,P010,Tanqueray,9.06,Muriel,both
CNT004220,2026-05-03,P011,Hendrick's,3.43,Muriel,both
CNT004221,2026-05-03,P012,Beefeater,13.95,Muriel,both
CNT004222,2026-05-03,P013,Gordon's,13.35,Muriel,both
CNT004223,2026-05-03,P014,Absolut,7.29,Muriel,both
CNT004224,2026-05-03,P015,Finlandia,2.98,Muriel,both
CNT004225,2026-05-03,P016,Grey Goose,3.4,Muriel,both
CNT004226,2026-05-03,P017,Belvedere,4.26,Muriel,both
CNT004227,2026-05-03,P018,Stolichnaya,3.32,Muriel,both
CNT004228,2026-05-03,P019,Jameson,9.53,Muriel,both
CNT004229,2026-05-03,P020,Jack Daniel's,12.73,Muriel,both
CNT004230,2026-05-03,P021,Johnnie Walker Black,2.97,Muriel,both
CNT004231,2026-05-03,P022,Chivas Regal,9.57,Muriel,both
CNT004232,2026-05-03,P023,Maker's Mark,3.15,Muriel,both
CNT004233,2026-05-03,P024,Glenfiddich 12,3.49,Muriel,inside
CNT004234,2026-05-03,P025,Bacardi Carta Blanca,12.86,Muriel,both
CNT004235,2026-05-03,P026,Havana Club 3,9.49,Muriel,both
CNT004236,2026-05-03,P027,Captain Morgan,8.29,Muriel,both
CNT004237,2026-05-03,P028,Diplomatico Reserva,9.23,Muriel,both
CNT004238,2026-05-03,P029,Jose Cuervo,2.57,Muriel,both
CNT004239,2026-05-03,P030,Olmeca Blanco,3.32,Muriel,both
CNT004240,2026-05-03,P031,Patron Silver,12.85,Muriel,inside
CNT004241,2026-05-03,P032,Don Julio Blanco,2.46,Muriel,both
CNT004242,2026-05-03,P033,Aperol,15.09,Muriel,outside
CNT004243,2026-05-03,P034,Campari,5.43,Muriel,both
CNT004244,2026-05-03,P035,Cointreau,9.05,Muriel,both
CNT004245,2026-05-03,P036,Kahlua,4.01,Muriel,both
CNT004246,2026-05-03,P037,Martini Rosso,3.1,Muriel,inside
CNT004247,2026-05-03,P038,House Red Wine,16.17,Muriel,both
CNT004248,2026-05-03,P039,House White Wine,7.9,Muriel,both
CNT004249,2026-05-03,P040,Rose Wine,8.0,Muriel,both
CNT004250,2026-05-03,P041,Prosecco,16.94,Muriel,both
CNT004251,2026-05-03,P042,Chardonnay,15.84,Muriel,both
CNT004252,2026-05-03,P043,Coca-Cola,27.5,Muriel,both
CNT004253,2026-05-03,P044,Coca-Cola Zero,16.6,Muriel,both
CNT004254,2026-05-03,P045,Sprite,22.2,Muriel,both
CNT004255,2026-05-03,P046,Tonic Water,22.02,Muriel,both
CNT004256,2026-05-03,P047,Soda Water,12.84,Muriel,both
CNT004257,2026-05-03,P048,Red Bull,13.5,Muriel,both
CNT004258,2026-05-03,P049,Ginger Beer,19.2,Muriel,both
CNT004259,2026-05-03,P050,Orange Juice,4.0,Muriel,both
CNT004260,2026-05-03,P051,Cranberry Juice,4.0,Muriel,both
CNT004261,2026-05-03,P052,Lime Juice,2.07,Muriel,both
CNT004262,2026-05-03,P053,Lemon Juice,7.62,Muriel,both
CNT004263,2026-05-03,P054,Sugar Syrup,3.13,Muriel,both
CNT004264,2026-05-03,P055,Fresh Mint,3.51,Muriel,both
CNT004265,2026-05-03,P056,Coffee Beans,4.33,Muriel,inside
CNT004266,2026-05-03,K001,Carlsberg 50L,4.01,Muriel,inside
CNT004267,2026-05-03,K002,Tuborg 50L,3.86,Muriel,inside
CNT004268,2026-05-03,K003,Carlsberg 30L,4.89,Muriel,outside
CNT004269,2026-05-03,K004,Malka 30L,3.56,Muriel,outside
CNT004270,2026-05-03,K005,Weihenstephan 30L,3.47,Muriel,outside
CNT004271,2026-05-06,P001,Carlsberg,75.4,Maya,both
CNT004272,2026-05-06,P002,Heineken,61.6,Maya,both
CNT004273,2026-05-06,P003,Corona,57.2,Maya,both
CNT004274,2026-05-06,P004,Guinness,30.6,Maya,both
CNT004275,2026-05-06,P005,Goldstar,57.6,Maya,both
CNT004276,2026-05-06,P006,Maccabee,31.0,Maya,both
CNT004277,2026-05-06,P007,Stella Artois,26.4,Maya,both
CNT004278,2026-05-06,P008,Erdinger,28.26,Maya,both
CNT004279,2026-05-06,P009,Bombay Sapphire,13.94,Maya,both
CNT004280,2026-05-06,P010,Tanqueray,8.46,Maya,both
CNT004281,2026-05-06,P011,Hendrick's,14.19,Maya,both
CNT004282,2026-05-06,P012,Beefeater,13.69,Maya,both
CNT004283,2026-05-06,P013,Gordon's,10.51,Maya,both
CNT004284,2026-05-06,P014,Absolut,16.76,Maya,both
CNT004285,2026-05-06,P015,Finlandia,14.72,Maya,both
CNT004286,2026-05-06,P016,Grey Goose,15.03,Maya,both
CNT004287,2026-05-06,P017,Belvedere,3.92,Maya,both
CNT004288,2026-05-06,P018,Stolichnaya,2.98,Maya,both
CNT004289,2026-05-06,P019,Jameson,8.5,Maya,both
CNT004290,2026-05-06,P020,Jack Daniel's,11.88,Maya,both
CNT004291,2026-05-06,P021,Johnnie Walker Black,14.37,Maya,both
CNT004292,2026-05-06,P022,Chivas Regal,9.15,Maya,both
CNT004293,2026-05-06,P023,Maker's Mark,14.81,Maya,both
CNT004294,2026-05-06,P024,Glenfiddich 12,3.17,Maya,inside
CNT004295,2026-05-06,P025,Bacardi Carta Blanca,21.13,Maya,both
CNT004296,2026-05-06,P026,Havana Club 3,8.98,Maya,both
CNT004297,2026-05-06,P027,Captain Morgan,8.0,Maya,both
CNT004298,2026-05-06,P028,Diplomatico Reserva,9.06,Maya,both
CNT004299,2026-05-06,P029,Jose Cuervo,1.68,Maya,both
CNT004300,2026-05-06,P030,Olmeca Blanco,2.8,Maya,both
CNT004301,2026-05-06,P031,Patron Silver,11.56,Maya,inside
CNT004302,2026-05-06,P032,Don Julio Blanco,14.29,Maya,both
CNT004303,2026-05-06,P033,Aperol,24.09,Maya,outside
CNT004304,2026-05-06,P034,Campari,4.36,Maya,both
CNT004305,2026-05-06,P035,Cointreau,8.32,Maya,both
CNT004306,2026-05-06,P036,Kahlua,15.2,Maya,both
CNT004307,2026-05-06,P037,Martini Rosso,14.12,Maya,inside
CNT004308,2026-05-06,P038,House Red Wine,24.05,Maya,both
CNT004309,2026-05-06,P039,House White Wine,16.24,Maya,both
CNT004310,2026-05-06,P040,Rose Wine,18.8,Maya,both
CNT004311,2026-05-06,P041,Prosecco,24.46,Maya,both
CNT004312,2026-05-06,P042,Chardonnay,14.84,Maya,both
CNT004313,2026-05-06,P043,Coca-Cola,79.5,Maya,both
CNT004314,2026-05-06,P044,Coca-Cola Zero,0.0,Maya,both
CNT004315,2026-05-06,P045,Sprite,56.2,Maya,both
CNT004316,2026-05-06,P046,Tonic Water,53.02,Maya,both
CNT004317,2026-05-06,P047,Soda Water,46.1,Maya,both
CNT004318,2026-05-06,P048,Red Bull,50.8,Maya,both
CNT004319,2026-05-06,P049,Ginger Beer,38.2,Maya,both
CNT004320,2026-05-06,P050,Orange Juice,4.0,Maya,both
CNT004321,2026-05-06,P051,Cranberry Juice,4.0,Maya,both
CNT004322,2026-05-06,P052,Lime Juice,7.09,Maya,both
CNT004323,2026-05-06,P053,Lemon Juice,7.38,Maya,both
CNT004324,2026-05-06,P054,Sugar Syrup,8.54,Maya,both
CNT004325,2026-05-06,P055,Fresh Mint,3.29,Maya,both
CNT004326,2026-05-06,P056,Coffee Beans,4.14,Maya,inside
CNT004327,2026-05-06,K001,Carlsberg 50L,5.23,Maya,inside
CNT004328,2026-05-06,K002,Tuborg 50L,4.28,Maya,inside
CNT004329,2026-05-06,K003,Carlsberg 30L,3.51,Maya,outside
CNT004330,2026-05-06,K004,Malka 30L,5.47,Maya,outside
CNT004331,2026-05-06,K005,Weihenstephan 30L,4.82,Maya,outside
CNT004332,2026-05-10,P001,Carlsberg,19.4,Maya,both
CNT004333,2026-05-10,P002,Heineken,42.6,Maya,both
CNT004334,2026-05-10,P003,Corona,41.2,Maya,both
CNT004335,2026-05-10,P004,Guinness,33.81,Maya,both
CNT004336,2026-05-10,P005,Goldstar,36.6,Maya,both
CNT004337,2026-05-10,P006,Maccabee,29.0,Maya,both
CNT004338,2026-05-10,P007,Stella Artois,46.4,Maya,both
CNT004339,2026-05-10,P008,Erdinger,39.2,Maya,both
CNT004340,2026-05-10,P009,Bombay Sapphire,12.38,Maya,both
CNT004341,2026-05-10,P010,Tanqueray,7.35,Maya,both
CNT004342,2026-05-10,P011,Hendrick's,11.01,Maya,both
CNT004343,2026-05-10,P012,Beefeater,12.83,Maya,both
CNT004344,2026-05-10,P013,Gordon's,14.31,Maya,both
CNT004345,2026-05-10,P014,Absolut,9.47,Maya,both
CNT004346,2026-05-10,P015,Finlandia,13.78,Maya,both
CNT004347,2026-05-10,P016,Grey Goose,13.17,Maya,both
CNT004348,2026-05-10,P017,Belvedere,3.15,Maya,both
CNT004349,2026-05-10,P018,Stolichnaya,14.03,Maya,both
CNT004350,2026-05-10,P019,Jameson,5.33,Maya,both
CNT004351,2026-05-10,P020,Jack Daniel's,8.7,Maya,both
CNT004352,2026-05-10,P021,Johnnie Walker Black,12.82,Maya,both
CNT004353,2026-05-10,P022,Chivas Regal,7.86,Maya,both
CNT004354,2026-05-10,P023,Maker's Mark,14.12,Maya,both
CNT004355,2026-05-10,P024,Glenfiddich 12,14.38,Maya,inside
CNT004356,2026-05-10,P025,Bacardi Carta Blanca,8.71,Maya,both
CNT004357,2026-05-10,P026,Havana Club 3,7.78,Maya,both
CNT004358,2026-05-10,P027,Captain Morgan,6.23,Maya,both
CNT004359,2026-05-10,P028,Diplomatico Reserva,8.55,Maya,both
CNT004360,2026-05-10,P029,Jose Cuervo,11.49,Maya,both
CNT004361,2026-05-10,P030,Olmeca Blanco,14.29,Maya,both
CNT004362,2026-05-10,P031,Patron Silver,5.13,Maya,inside
CNT004363,2026-05-10,P032,Don Julio Blanco,13.26,Maya,both
CNT004364,2026-05-10,P033,Aperol,13.29,Maya,outside
CNT004365,2026-05-10,P034,Campari,25.19,Maya,both
CNT004366,2026-05-10,P035,Cointreau,5.15,Maya,both
CNT004367,2026-05-10,P036,Kahlua,12.58,Maya,both
CNT004368,2026-05-10,P037,Martini Rosso,11.8,Maya,inside
CNT004369,2026-05-10,P038,House Red Wine,12.07,Maya,both
CNT004370,2026-05-10,P039,House White Wine,16.78,Maya,both
CNT004371,2026-05-10,P040,Rose Wine,14.2,Maya,both
CNT004372,2026-05-10,P041,Prosecco,19.18,Maya,both
CNT004373,2026-05-10,P042,Chardonnay,12.44,Maya,both
CNT004374,2026-05-10,P043,Coca-Cola,20.7,Maya,both
CNT004375,2026-05-10,P044,Coca-Cola Zero,73.0,Maya,both
CNT004376,2026-05-10,P045,Sprite,18.03,Maya,both
CNT004377,2026-05-10,P046,Tonic Water,27.62,Maya,both
CNT004378,2026-05-10,P047,Soda Water,27.28,Maya,both
CNT004379,2026-05-10,P048,Red Bull,17.8,Maya,both
CNT004380,2026-05-10,P049,Ginger Beer,23.2,Maya,both
CNT004381,2026-05-10,P050,Orange Juice,4.0,Maya,both
CNT004382,2026-05-10,P051,Cranberry Juice,4.0,Maya,both
CNT004383,2026-05-10,P052,Lime Juice,8.32,Maya,both
CNT004384,2026-05-10,P053,Lemon Juice,6.67,Maya,both
CNT004385,2026-05-10,P054,Sugar Syrup,6.53,Maya,both
CNT004386,2026-05-10,P055,Fresh Mint,2.44,Maya,both
CNT004387,2026-05-10,P056,Coffee Beans,3.46,Maya,inside
CNT004388,2026-05-10,K001,Carlsberg 50L,3.83,Maya,inside
CNT004389,2026-05-10,K002,Tuborg 50L,3.36,Maya,inside
CNT004390,2026-05-10,K003,Carlsberg 30L,5.03,Maya,outside
CNT004391,2026-05-10,K004,Malka 30L,4.44,Maya,outside
CNT004392,2026-05-10,K005,Weihenstephan 30L,3.48,Maya,outside
CNT004393,2026-05-13,P001,Carlsberg,65.4,Yael,both
CNT004394,2026-05-13,P002,Heineken,26.6,Yael,both
CNT004395,2026-05-13,P003,Corona,45.2,Yael,both
CNT004396,2026-05-13,P004,Guinness,24.6,Yael,both
CNT004397,2026-05-13,P005,Goldstar,17.6,Yael,both
CNT004398,2026-05-13,P006,Maccabee,44.0,Yael,both
CNT004399,2026-05-13,P007,Stella Artois,56.4,Yael,both
CNT004400,2026-05-13,P008,Erdinger,31.2,Yael,both
CNT004401,2026-05-13,P009,Bombay Sapphire,12.05,Yael,both
CNT004402,2026-05-13,P010,Tanqueray,6.75,Yael,both
CNT004403,2026-05-13,P011,Hendrick's,9.69,Yael,both
CNT004404,2026-05-13,P012,Beefeater,12.49,Yael,both
CNT004405,2026-05-13,P013,Gordon's,10.66,Yael,both
CNT004406,2026-05-13,P014,Absolut,18.38,Yael,both
CNT004407,2026-05-13,P015,Finlandia,13.43,Yael,both
CNT004408,2026-05-13,P016,Grey Goose,12.44,Yael,both
CNT004409,2026-05-13,P017,Belvedere,2.81,Yael,both
CNT004410,2026-05-13,P018,Stolichnaya,13.69,Yael,both
CNT004411,2026-05-13,P019,Jameson,15.96,Yael,both
CNT004412,2026-05-13,P020,Jack Daniel's,6.9,Yael,both
CNT004413,2026-05-13,P021,Johnnie Walker Black,12.14,Yael,both
CNT004414,2026-05-13,P022,Chivas Regal,7.26,Yael,both
CNT004415,2026-05-13,P023,Maker's Mark,13.69,Yael,both
CNT004416,2026-05-13,P024,Glenfiddich 12,13.86,Yael,inside
CNT004417,2026-05-13,P025,Bacardi Carta Blanca,15.45,Yael,both
CNT004418,2026-05-13,P026,Havana Club 3,7.35,Yael,both
CNT004419,2026-05-13,P027,Captain Morgan,5.72,Yael,both
CNT004420,2026-05-13,P028,Diplomatico Reserva,8.37,Yael,both
CNT004421,2026-05-13,P029,Jose Cuervo,10.68,Yael,both
CNT004422,2026-05-13,P030,Olmeca Blanco,13.78,Yael,both
CNT004423,2026-05-13,P031,Patron Silver,14.25,Yael,inside
CNT004424,2026-05-13,P032,Don Julio Blanco,12.92,Yael,both
CNT004425,2026-05-13,P033,Aperol,20.91,Yael,outside
CNT004426,2026-05-13,P034,Campari,23.69,Yael,both
CNT004427,2026-05-13,P035,Cointreau,3.75,Yael,both
CNT004428,2026-05-13,P036,Kahlua,11.49,Yael,both
CNT004429,2026-05-13,P037,Martini Rosso,10.82,Yael,inside
CNT004430,2026-05-13,P038,House Red Wine,19.92,Yael,both
CNT004431,2026-05-13,P039,House White Wine,22.15,Yael,both
CNT004432,2026-05-13,P040,Rose Wine,11.8,Yael,both
CNT004433,2026-05-13,P041,Prosecco,11.46,Yael,both
CNT004434,2026-05-13,P042,Chardonnay,11.24,Yael,both
CNT004435,2026-05-13,P043,Coca-Cola,0.0,Yael,both
CNT004436,2026-05-13,P044,Coca-Cola Zero,56.0,Yael,both
CNT004437,2026-05-13,P045,Sprite,49.2,Yael,both
CNT004438,2026-05-13,P046,Tonic Water,58.72,Yael,both
CNT004439,2026-05-13,P047,Soda Water,57.12,Yael,both
CNT004440,2026-05-13,P048,Red Bull,51.8,Yael,both
CNT004441,2026-05-13,P049,Ginger Beer,18.11,Yael,both
CNT004442,2026-05-13,P050,Orange Juice,4.0,Yael,both
CNT004443,2026-05-13,P051,Cranberry Juice,3.91,Yael,both
CNT004444,2026-05-13,P052,Lime Juice,6.49,Yael,both
CNT004445,2026-05-13,P053,Lemon Juice,6.6,Yael,both
CNT004446,2026-05-13,P054,Sugar Syrup,4.63,Yael,both
CNT004447,2026-05-13,P055,Fresh Mint,8.04,Yael,both
CNT004448,2026-05-13,P056,Coffee Beans,3.39,Yael,inside
CNT004449,2026-05-13,K001,Carlsberg 50L,4.46,Yael,inside
CNT004450,2026-05-13,K002,Tuborg 50L,4.31,Yael,inside
CNT004451,2026-05-13,K003,Carlsberg 30L,6.82,Yael,outside
CNT004452,2026-05-13,K004,Malka 30L,5.24,Yael,outside
CNT004453,2026-05-13,K005,Weihenstephan 30L,4.5,Yael,outside
CNT004454,2026-05-17,P001,Carlsberg,56.4,Maya,both
CNT004455,2026-05-17,P002,Heineken,55.6,Maya,both
CNT004456,2026-05-17,P003,Corona,4.2,Maya,both
CNT004457,2026-05-17,P004,Guinness,27.6,Maya,both
